,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
1671,11X087,P.S. 087 Bronx,3,2018,All Students,103,593,32,31.1,37,35.9,32,31.1,2,1.9,34,33.0
1672,11X087,P.S. 087 Bronx,4,2018,All Students,117,592,35,29.9,48,41.0,30,25.6,4,3.4,34,29.1
1673,11X087,P.S. 087 Bronx,5,2018,All Students,101,598,40,39.6,24,23.8,26,25.7,11,10.9,37,36.6
1675,11X089,P.S. 089 Bronx,3,2018,All Students,139,590,46,33.1,45,32.4,45,32.4,3,2.2,48,34.5
1676,11X089,P.S. 089 Bronx,4,2018,All Students,147,597,37,25.2,50,34.0,37,25.2,23,15.6,60,40.8
1677,11X089,P.S. 089 Bronx,5,2018,All Students,149,592,75,50.3,31,20.8,28,18.8,15,10.1,43,28.9
1678,11X089,P.S. 089 Bronx,6,2018,All Students,162,593,61,37.7,49,30.2,30,18.5,22,13.6,52,32.1
1679,11X089,P.S. 089 Bronx,7,2018,All Students,143,596,58,40.6,42,29.4,33,23.1,10,7.0,43,30.1
1680,11X089,P.S. 089 Bronx,8,2018,All Students,134,598,19,14.2,61,45.5,35,26.1,19,14.2,54,40.3
1682,11X096,P.S. 096 Richard Rodgers,3,2018,All Students,143,592,37,25.9,58,40.6,45,31.5,3,2.1,48,33.6
1683,11X096,P.S. 096 Richard Rodgers,4,2018,All Students,163,594,39,23.9,62,38.0,53,32.5,9,5.5,62,38.0
1684,11X096,P.S. 096 Richard Rodgers,5,2018,All Students,152,595,57,37.5,58,38.2,30,19.7,7,4.6,37,24.3
1686,11X097,P.S. 097 Bronx,3,2018,All Students,104,598,19,18.3,31,29.8,51,49.0,3,2.9,54,51.9
1687,11X097,P.S. 097 Bronx,4,2018,All Students,110,600,24,21.8,35,31.8,30,27.3,21,19.1,51,46.4
1688,11X097,P.S. 097 Bronx,5,2018,All Students,124,595,53,42.7,37,29.8,25,20.2,9,7.3,34,27.4
1690,11X103,P.S. 103 Hector Fontanez,3,2018,All Students,191,594,55,28.8,61,31.9,67,35.1,8,4.2,75,39.3
1691,11X103,P.S. 103 Hector Fontanez,4,2018,All Students,158,592,56,35.4,47,29.7,31,19.6,24,15.2,55,34.8
1692,11X103,P.S. 103 Hector Fontanez,5,2018,All Students,210,591,101,48.1,71,33.8,29,13.8,9,4.3,38,18.1
1694,11X105,P.S. 105 Sen Abraham Bernstein,3,2018,All Students,168,593,39,23.2,73,43.5,52,31.0,4,2.4,56,33.3
1695,11X105,P.S. 105 Sen Abraham Bernstein,4,2018,All Students,165,593,54,32.7,39,23.6,49,29.7,23,13.9,72,43.6
1696,11X105,P.S. 105 Sen Abraham Bernstein,5,2018,All Students,243,598,81,33.3,89,36.6,56,23.0,17,7.0,73,30.0
1698,11X106,P.S. 106 Parkchester,3,2018,All Students,177,600,25,14.1,63,35.6,79,44.6,10,5.6,89,50.3
1699,11X106,P.S. 106 Parkchester,4,2018,All Students,153,598,24,15.7,65,42.5,42,27.5,22,14.4,64,41.8
1700,11X106,P.S. 106 Parkchester,5,2018,All Students,154,600,46,29.9,59,38.3,30,19.5,19,12.3,49,31.8
1702,11X108,P.S. 108 Philip J. Abinanti,3,2018,All Students,77,601,9,11.7,28,36.4,37,48.1,3,3.9,40,51.9
1703,11X108,P.S. 108 Philip J. Abinanti,4,2018,All Students,71,609,7,9.9,13,18.3,27,38.0,24,33.8,51,71.8
1704,11X108,P.S. 108 Philip J. Abinanti,5,2018,All Students,88,602,27,30.7,23,26.1,26,29.5,12,13.6,38,43.2
1706,11X111,P.S. 111 Seton Falls,3,2018,All Students,113,591,31,27.4,49,43.4,32,28.3,1,0.9,33,29.2
1707,11X111,P.S. 111 Seton Falls,4,2018,All Students,83,592,23,27.7,31,37.3,23,27.7,6,7.2,29,34.9
1708,11X111,P.S. 111 Seton Falls,5,2018,All Students,105,592,48,45.7,32,30.5,20,19.0,5,4.8,25,23.8
1710,11X112,P.S. 112 Bronxwood,3,2018,All Students,52,588,18,34.6,21,40.4,12,23.1,1,1.9,13,25.0
1711,11X112,P.S. 112 Bronxwood,4,2018,All Students,61,588,18,29.5,33,54.1,9,14.8,1,1.6,10,16.4
1712,11X112,P.S. 112 Bronxwood,5,2018,All Students,57,585,37,64.9,16,28.1,4,7.0,0,0.0,4,7.0
1714,11X121,P.S. 121 Throop,3,2018,All Students,142,593,43,30.3,40,28.2,56,39.4,3,2.1,59,41.5
1715,11X121,P.S. 121 Throop,4,2018,All Students,149,594,42,28.2,54,36.2,37,24.8,16,10.7,53,35.6
1716,11X121,P.S. 121 Throop,5,2018,All Students,165,594,80,48.5,49,29.7,21,12.7,15,9.1,36,21.8
1718,11X127,J.H.S. 127 The Castle Hill,6,2018,All Students,222,599,70,31.5,37,16.7,52,23.4,63,28.4,115,51.8
1719,11X127,J.H.S. 127 The Castle Hill,7,2018,All Students,269,600,65,24.2,101,37.5,86,32.0,17,6.3,103,38.3
1720,11X127,J.H.S. 127 The Castle Hill,8,2018,All Students,260,597,64,24.6,89,34.2,60,23.1,47,18.1,107,41.2
1722,11X144,J.H.S. 144 Michelangelo,6,2018,All Students,132,591,46,34.8,50,37.9,24,18.2,12,9.1,36,27.3
1723,11X144,J.H.S. 144 Michelangelo,7,2018,All Students,156,595,54,34.6,56,35.9,39,25.0,7,4.5,46,29.5
1724,11X144,J.H.S. 144 Michelangelo,8,2018,All Students,157,597,34,21.7,57,36.3,45,28.7,21,13.4,66,42.0
1726,11X153,P.S. 153 Helen Keller,3,2018,All Students,114,611,10,8.8,19,16.7,67,58.8,18,15.8,85,74.6
1727,11X153,P.S. 153 Helen Keller,4,2018,All Students,109,609,11,10.1,27,24.8,32,29.4,39,35.8,71,65.1
1728,11X153,P.S. 153 Helen Keller,5,2018,All Students,115,603,33,28.7,31,27.0,35,30.4,16,13.9,51,44.3
1730,11X160,P.S. 160 Walt Disney,3,2018,All Students,56,605,4,7.1,17,30.4,32,57.1,3,5.4,35,62.5
1731,11X160,P.S. 160 Walt Disney,4,2018,All Students,46,593,11,23.9,22,47.8,10,21.7,3,6.5,13,28.3
1732,11X160,P.S. 160 Walt Disney,5,2018,All Students,54,598,20,37.0,16,29.6,14,25.9,4,7.4,18,33.3
1734,11X169,Baychester Academy,3,2018,All Students,64,601,8,12.5,24,37.5,30,46.9,2,3.1,32,50.0
1735,11X169,Baychester Academy,4,2018,All Students,57,616,1,1.8,10,17.5,19,33.3,27,47.4,46,80.7
1736,11X169,Baychester Academy,5,2018,All Students,52,607,10,19.2,15,28.8,12,23.1,15,28.8,27,51.9
1738,11X175,P.S. 175 City Island,3,2018,All Students,35,598,3,8.6,15,42.9,17,48.6,0,0.0,17,48.6
1739,11X175,P.S. 175 City Island,4,2018,All Students,24,607,0,0.0,9,37.5,12,50.0,3,12.5,15,62.5
1740,11X175,P.S. 175 City Island,5,2018,All Students,45,602,12,26.7,15,33.3,9,20.0,9,20.0,18,40.0
1741,11X175,P.S. 175 City Island,6,2018,All Students,22,602,4,18.2,5,22.7,8,36.4,5,22.7,13,59.1
1742,11X175,P.S. 175 City Island,7,2018,All Students,53,608,8,15.1,16,30.2,20,37.7,9,17.0,29,54.7
1743,11X175,P.S. 175 City Island,8,2018,All Students,41,604,6,14.6,15,36.6,9,22.0,11,26.8,20,48.8
1745,11X178,P.S. 178 - Dr. Selman Waksman,3,2018,All Students,70,593,16,22.9,30,42.9,24,34.3,0,0.0,24,34.3
1746,11X178,P.S. 178 - Dr. Selman Waksman,4,2018,All Students,83,591,21,25.3,42,50.6,20,24.1,0,0.0,20,24.1
1747,11X178,P.S. 178 - Dr. Selman Waksman,5,2018,All Students,85,597,35,41.2,22,25.9,23,27.1,5,5.9,28,32.9
1749,11X180,M.S. 180 Dr. Daniel Hale Williams,6,2018,All Students,351,603,78,22.2,74,21.1,88,25.1,111,31.6,199,56.7
1750,11X180,M.S. 180 Dr. Daniel Hale Williams,7,2018,All Students,291,606,38,13.1,105,36.1,105,36.1,43,14.8,148,50.9
1751,11X180,M.S. 180 Dr. Daniel Hale Williams,8,2018,All Students,289,605,30,10.4,76,26.3,121,41.9,62,21.5,183,63.3
1753,11X181,I.S. 181 Pablo Casals,6,2018,All Students,281,602,71,25.3,67,23.8,62,22.1,81,28.8,143,50.9
1754,11X181,I.S. 181 Pablo Casals,7,2018,All Students,285,602,56,19.6,96,33.7,102,35.8,31,10.9,133,46.7
1755,11X181,I.S. 181 Pablo Casals,8,2018,All Students,279,604,26,9.3,100,35.8,89,31.9,64,22.9,153,54.8
1757,11X189,Cornerstone Academy for Social Action,3,2018,All Students,62,589,22,35.5,22,35.5,18,29.0,0,0.0,18,29.0
1758,11X189,Cornerstone Academy for Social Action,4,2018,All Students,55,599,14,25.5,13,23.6,16,29.1,12,21.8,28,50.9
1759,11X189,Cornerstone Academy for Social Action,5,2018,All Students,51,599,16,31.4,22,43.1,9,17.6,4,7.8,13,25.5
1761,11X194,P.S./M.S. 194,3,2018,All Students,126,591,30,23.8,63,50.0,33,26.2,0,0.0,33,26.2
1762,11X194,P.S./M.S. 194,4,2018,All Students,155,595,40,25.8,59,38.1,35,22.6,21,13.5,56,36.1
1763,11X194,P.S./M.S. 194,5,2018,All Students,142,595,58,40.8,48,33.8,21,14.8,15,10.6,36,25.4
1764,11X194,P.S./M.S. 194,6,2018,All Students,186,601,45,24.2,37,19.9,40,21.5,64,34.4,104,55.9
1765,11X194,P.S./M.S. 194,7,2018,All Students,159,599,41,25.8,59,37.1,46,28.9,13,8.2,59,37.1
1766,11X194,P.S./M.S. 194,8,2018,All Students,149,595,43,28.9,54,36.2,32,21.5,20,13.4,52,34.9
1768,11X287,North Bronx School of Empowerment,6,2018,All Students,184,587,98,53.3,50,27.2,25,13.6,11,6.0,36,19.6
1769,11X287,North Bronx School of Empowerment,7,2018,All Students,180,589,88,48.9,58,32.2,32,17.8,2,1.1,34,18.9
1770,11X287,North Bronx School of Empowerment,8,2018,All Students,177,587,60,33.9,85,48.0,27,15.3,5,2.8,32,18.1
1772,11X326,Bronx Green Middle School,6,2018,All Students,116,591,54,46.6,29,25.0,13,11.2,20,17.2,33,28.4
1773,11X326,Bronx Green Middle School,7,2018,All Students,135,594,53,39.3,47,34.8,28,20.7,7,5.2,35,25.9
1774,11X326,Bronx Green Middle School,8,2018,All Students,119,597,22,18.5,48,40.3,33,27.7,16,13.4,49,41.2
1776,11X355,Bronx Alliance Middle School,6,2018,All Students,105,584,66,62.9,26,24.8,9,8.6,4,3.8,13,12.4
1777,11X355,Bronx Alliance Middle School,7,2018,All Students,96,591,40,41.7,42,43.8,11,11.5,3,3.1,14,14.6
1778,11X355,Bronx Alliance Middle School,8,2018,All Students,127,596,27,21.3,52,40.9,38,29.9,10,7.9,48,37.8
1780,11X357,Young Voices Academy of the Bronx,3,2018,All Students,63,599,13,20.6,22,34.9,26,41.3,2,3.2,28,44.4
1781,11X357,Young Voices Academy of the Bronx,4,2018,All Students,53,600,10,18.9,17,32.1,21,39.6,5,9.4,26,49.1
1783,11X370,Leaders of Tomorrow,6,2018,All Students,121,591,49,40.5,28,23.1,29,24.0,15,12.4,44,36.4
1784,11X370,Leaders of Tomorrow,7,2018,All Students,114,593,41,36.0,49,43.0,19,16.7,5,4.4,24,21.1
1785,11X370,Leaders of Tomorrow,8,2018,All Students,122,589,39,32.0,52,42.6,22,18.0,9,7.4,31,25.4
1787,11X462,Cornerstone Academy for Social Action Middle Schoo,6,2018,All Students,85,595,22,25.9,30,35.3,20,23.5,13,15.3,33,38.8
1788,11X462,Cornerstone Academy for Social Action Middle Schoo,7,2018,All Students,78,593,31,39.7,30,38.5,16,20.5,1,1.3,17,21.8
1789,11X462,Cornerstone Academy for Social Action Middle Schoo,8,2018,All Students,82,598,15,18.3,35,42.7,22,26.8,10,12.2,32,39.0
1791,11X468,Pelham Academy of Academics and Community Engageme,6,2018,All Students,114,595,40,35.1,30,26.3,23,20.2,21,18.4,44,38.6
1792,11X468,Pelham Academy of Academics and Community Engageme,7,2018,All Students,93,601,21,22.6,34,36.6,27,29.0,11,11.8,38,40.9
1793,11X468,Pelham Academy of Academics and Community Engageme,8,2018,All Students,93,602,14,15.1,29,31.2,34,36.6,16,17.2,50,53.8
1795,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,3,2018,All Students,55,602,6,10.9,19,34.5,26,47.3,4,7.3,30,54.5
1796,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,4,2018,All Students,62,599,8,12.9,30,48.4,18,29.0,6,9.7,24,38.7
1797,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,5,2018,All Students,60,601,19,31.7,22,36.7,11,18.3,8,13.3,19,31.7
1798,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,6,2018,All Students,86,604,13,15.1,23,26.7,26,30.2,24,27.9,50,58.1
1799,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,7,2018,All Students,89,605,11,12.4,34,38.2,36,40.4,8,9.0,44,49.4
1800,11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,8,2018,All Students,88,608,2,2.3,34,38.6,26,29.5,26,29.5,52,59.1
1802,11X529,One World Middle School at Edenwald,6,2018,All Students,96,597,24,25.0,36,37.5,21,21.9,15,15.6,36,37.5
1803,11X529,One World Middle School at Edenwald,7,2018,All Students,107,595,41,38.3,37,34.6,27,25.2,2,1.9,29,27.1
1804,11X529,One World Middle School at Edenwald,8,2018,All Students,118,599,13,11.0,55,46.6,38,32.2,12,10.2,50,42.4
1806,11X532,Baychester Middle School,6,2018,All Students,88,591,37,42.0,22,25.0,21,23.9,8,9.1,29,33.0
1807,11X532,Baychester Middle School,7,2018,All Students,96,597,26,27.1,42,43.8,26,27.1,2,2.1,28,29.2
1808,11X532,Baychester Middle School,8,2018,All Students,107,596,24,22.4,46,43.0,26,24.3,11,10.3,37,34.6
1810,11X556,Bronx Park Middle School,6,2018,All Students,114,593,47,41.2,29,25.4,19,16.7,19,16.7,38,33.3
1811,11X556,Bronx Park Middle School,7,2018,All Students,113,598,33,29.2,43,38.1,35,31.0,2,1.8,37,32.7
1812,11X556,Bronx Park Middle School,8,2018,All Students,124,601,22,17.7,40,32.3,34,27.4,28,22.6,62,50.0
1814,11X566,Pelham Gardens Middle School,6,2018,All Students,138,594,51,37.0,45,32.6,18,13.0,24,17.4,42,30.4
1815,11X566,Pelham Gardens Middle School,7,2018,All Students,157,598,43,27.4,69,43.9,36,22.9,9,5.7,45,28.7
1816,11X566,Pelham Gardens Middle School,8,2018,All Students,152,596,30,19.7,71,46.7,36,23.7,15,9.9,51,33.6
1818,11X567,Linden Tree Elementary School,3,2018,All Students,63,589,21,33.3,26,41.3,16,25.4,0,0.0,16,25.4
1819,11X567,Linden Tree Elementary School,4,2018,All Students,44,595,9,20.5,24,54.5,8,18.2,3,6.8,11,25.0
1820,11X567,Linden Tree Elementary School,5,2018,All Students,71,596,29,40.8,24,33.8,14,19.7,4,5.6,18,25.4
1822,12X006,P.S. 006 West Farms,3,2018,All Students,75,585,27,36.0,30,40.0,18,24.0,0,0.0,18,24.0
1823,12X006,P.S. 006 West Farms,4,2018,All Students,82,584,39,47.6,27,32.9,12,14.6,4,4.9,16,19.5
1824,12X006,P.S. 006 West Farms,5,2018,All Students,66,586,38,57.6,17,25.8,9,13.6,2,3.0,11,16.7
1826,12X044,P.S. 044 David C. Farragut,3,2018,All Students,37,596,7,18.9,14,37.8,13,35.1,3,8.1,16,43.2
1827,12X044,P.S. 044 David C. Farragut,4,2018,All Students,25,594,6,24.0,11,44.0,6,24.0,2,8.0,8,32.0
1828,12X044,P.S. 044 David C. Farragut,5,2018,All Students,37,589,21,56.8,10,27.0,5,13.5,1,2.7,6,16.2
1830,12X047,P.S. 047 John Randolph,3,2018,All Students,179,597,37,20.7,68,38.0,65,36.3,9,5.0,74,41.3
1831,12X047,P.S. 047 John Randolph,4,2018,All Students,192,590,68,35.4,74,38.5,39,20.3,11,5.7,50,26.0
1832,12X047,P.S. 047 John Randolph,5,2018,All Students,180,589,98,54.4,64,35.6,15,8.3,3,1.7,18,10.0
1834,12X057,P.S. 057 Crescent,3,2018,All Students,63,589,17,27.0,29,46.0,15,23.8,2,3.2,17,27.0
1835,12X057,P.S. 057 Crescent,4,2018,All Students,70,595,18,25.7,26,37.1,16,22.9,10,14.3,26,37.1
1836,12X057,P.S. 057 Crescent,5,2018,All Students,64,588,32,50.0,23,35.9,8,12.5,1,1.6,9,14.1
1838,12X061,P.S. 061 Francisco Oller,3,2018,All Students,33,593,7,21.2,16,48.5,10,30.3,0,0.0,10,30.3
1839,12X061,P.S. 061 Francisco Oller,4,2018,All Students,45,592,15,33.3,15,33.3,10,22.2,5,11.1,15,33.3
1840,12X061,P.S. 061 Francisco Oller,5,2018,All Students,46,588,30,65.2,10,21.7,3,6.5,3,6.5,6,13.0
1842,12X066,P.S. 066 School of Higher Expectations,3,2018,All Students,94,585,36,38.3,42,44.7,16,17.0,0,0.0,16,17.0
1843,12X066,P.S. 066 School of Higher Expectations,4,2018,All Students,94,592,25,26.6,46,48.9,16,17.0,7,7.4,23,24.5
1844,12X066,P.S. 066 School of Higher Expectations,5,2018,All Students,88,591,45,51.1,23,26.1,17,19.3,3,3.4,20,22.7
1846,12X067,P.S. 067 Mohegan School,3,2018,All Students,83,605,10,12.0,23,27.7,41,49.4,9,10.8,50,60.2
1847,12X067,P.S. 067 Mohegan School,4,2018,All Students,87,593,28,32.2,27,31.0,23,26.4,9,10.3,32,36.8
1848,12X067,P.S. 067 Mohegan School,5,2018,All Students,72,593,31,43.1,25,34.7,12,16.7,4,5.6,16,22.2
1850,12X092,P.S. 092 Bronx,3,2018,All Students,53,581,30,56.6,14,26.4,8,15.1,1,1.9,9,17.0
1851,12X092,P.S. 092 Bronx,4,2018,All Students,61,591,23,37.7,21,34.4,12,19.7,5,8.2,17,27.9
1852,12X092,P.S. 092 Bronx,5,2018,All Students,69,583,45,65.2,21,30.4,2,2.9,1,1.4,3,4.3
1854,12X098,J.H.S. 098 Herman Ridder,6,2018,All Students,69,587,39,56.5,15,21.7,11,15.9,4,5.8,15,21.7
1855,12X098,J.H.S. 098 Herman Ridder,7,2018,All Students,77,591,33,42.9,29,37.7,14,18.2,1,1.3,15,19.5
1856,12X098,J.H.S. 098 Herman Ridder,8,2018,All Students,61,584,25,41.0,30,49.2,4,6.6,2,3.3,6,9.8
1858,12X129,M.S. 129 Academy for Independent Learning and Lead,6,2018,All Students,159,591,66,41.5,54,34.0,22,13.8,17,10.7,39,24.5
1859,12X129,M.S. 129 Academy for Independent Learning and Lead,7,2018,All Students,159,599,43,27.0,65,40.9,33,20.8,18,11.3,51,32.1
1860,12X129,M.S. 129 Academy for Independent Learning and Lead,8,2018,All Students,144,598,27,18.8,52,36.1,42,29.2,23,16.0,65,45.1
1862,12X134,P.S. 134 George F. Bristow,3,2018,All Students,98,592,26,26.5,39,39.8,32,32.7,1,1.0,33,33.7
1863,12X134,P.S. 134 George F. Bristow,4,2018,All Students,90,592,22,24.4,41,45.6,18,20.0,9,10.0,27,30.0
1864,12X134,P.S. 134 George F. Bristow,5,2018,All Students,90,591,46,51.1,31,34.4,12,13.3,1,1.1,13,14.4
1866,12X150,P.S. 150 Charles James Fox,3,2018,All Students,124,589,43,34.7,40,32.3,41,33.1,0,0.0,41,33.1
1867,12X150,P.S. 150 Charles James Fox,4,2018,All Students,126,589,45,35.7,48,38.1,28,22.2,5,4.0,33,26.2
1868,12X150,P.S. 150 Charles James Fox,5,2018,All Students,156,593,68,43.6,52,33.3,25,16.0,11,7.1,36,23.1
1870,12X190,E.S.M.T- I.S. 190,6,2018,All Students,73,593,26,35.6,28,38.4,15,20.5,4,5.5,19,26.0
1871,12X190,E.S.M.T- I.S. 190,7,2018,All Students,73,595,26,35.6,31,42.5,12,16.4,4,5.5,16,21.9
1872,12X190,E.S.M.T- I.S. 190,8,2018,All Students,72,606,6,8.3,24,33.3,24,33.3,18,25.0,42,58.3
1874,12X195,P.S. 195,3,2018,All Students,134,589,46,34.3,53,39.6,33,24.6,2,1.5,35,26.1
1875,12X195,P.S. 195,4,2018,All Students,145,586,61,42.1,52,35.9,23,15.9,9,6.2,32,22.1
1876,12X195,P.S. 195,5,2018,All Students,168,581,125,74.4,31,18.5,9,5.4,3,1.8,12,7.1
1878,12X196,P.S. 196,3,2018,All Students,153,589,57,37.3,54,35.3,39,25.5,3,2.0,42,27.5
1879,12X196,P.S. 196,4,2018,All Students,141,590,52,36.9,52,36.9,28,19.9,9,6.4,37,26.2
1880,12X196,P.S. 196,5,2018,All Students,154,588,96,62.3,24,15.6,24,15.6,10,6.5,34,22.1
1882,12X211,P.S. 211,3,2018,All Students,50,575,34,68.0,13,26.0,3,6.0,0,0.0,3,6.0
1883,12X211,P.S. 211,4,2018,All Students,53,584,21,39.6,23,43.4,7,13.2,2,3.8,9,17.0
1884,12X211,P.S. 211,5,2018,All Students,49,591,24,49.0,15,30.6,8,16.3,2,4.1,10,20.4
1885,12X211,P.S. 211,6,2018,All Students,52,584,34,65.4,6,11.5,5,9.6,7,13.5,12,23.1
1886,12X211,P.S. 211,7,2018,All Students,70,589,35,50.0,20,28.6,12,17.1,3,4.3,15,21.4
1887,12X211,P.S. 211,8,2018,All Students,74,594,20,27.0,26,35.1,19,25.7,9,12.2,28,37.8
1889,12X212,P.S. 212,3,2018,All Students,30,589,9,30.0,15,50.0,6,20.0,0,0.0,6,20.0
1890,12X212,P.S. 212,4,2018,All Students,34,585,16,47.1,11,32.4,5,14.7,2,5.9,7,20.6
1891,12X212,P.S. 212,5,2018,All Students,23,589,12,52.2,9,39.1,2,8.7,0,0.0,2,8.7
1892,12X212,P.S. 212,6,2018,All Students,54,586,32,59.3,11,20.4,5,9.3,6,11.1,11,20.4
1893,12X212,P.S. 212,7,2018,All Students,55,590,30,54.5,14,25.5,10,18.2,1,1.8,11,20.0
1894,12X212,P.S. 212,8,2018,All Students,49,589,12,24.5,28,57.1,8,16.3,1,2.0,9,18.4
1896,12X214,P.S. 214,3,2018,All Students,118,586,54,45.8,30,25.4,33,28.0,1,0.8,34,28.8
1897,12X214,P.S. 214,4,2018,All Students,98,597,23,23.5,38,38.8,21,21.4,16,16.3,37,37.8
1898,12X214,P.S. 214,5,2018,All Students,81,585,59,72.8,17,21.0,4,4.9,1,1.2,5,6.2
1899,12X214,P.S. 214,6,2018,All Students,142,584,84,59.2,30,21.1,14,9.9,14,9.9,28,19.7
1900,12X214,P.S. 214,7,2018,All Students,154,589,77,50.0,52,33.8,21,13.6,4,2.6,25,16.2
1901,12X214,P.S. 214,8,2018,All Students,134,594,37,27.6,53,39.6,28,20.9,16,11.9,44,32.8
1903,12X217,School of Performing Arts,6,2018,All Students,84,583,51,60.7,21,25.0,9,10.7,3,3.6,12,14.3
1904,12X217,School of Performing Arts,7,2018,All Students,83,593,32,38.6,32,38.6,19,22.9,0,0.0,19,22.9
1905,12X217,School of Performing Arts,8,2018,All Students,81,591,23,28.4,39,48.1,13,16.0,6,7.4,19,23.5
1907,12X242,Mott Hall V,6,2018,All Students,92,590,51,55.4,15,16.3,12,13.0,14,15.2,26,28.3
1908,12X242,Mott Hall V,7,2018,All Students,90,593,38,42.2,31,34.4,16,17.8,5,5.6,21,23.3
1909,12X242,Mott Hall V,8,2018,All Students,83,597,16,19.3,32,38.6,26,31.3,9,10.8,35,42.2
1911,12X267,Bronx Latin,6,2018,All Students,70,592,30,42.9,22,31.4,8,11.4,10,14.3,18,25.7
1912,12X267,Bronx Latin,7,2018,All Students,78,596,27,34.6,31,39.7,16,20.5,4,5.1,20,25.6
1913,12X267,Bronx Latin,8,2018,All Students,71,591,22,31.0,29,40.8,11,15.5,9,12.7,20,28.2
1915,12X271,East Bronx Academy for the Future,6,2018,All Students,76,589,38,50.0,20,26.3,11,14.5,7,9.2,18,23.7
1916,12X271,East Bronx Academy for the Future,7,2018,All Students,84,592,36,42.9,38,45.2,8,9.5,2,2.4,10,11.9
1917,12X271,East Bronx Academy for the Future,8,2018,All Students,75,595,17,22.7,31,41.3,20,26.7,7,9.3,27,36.0
1919,12X273,Frederick Douglass Academy V. Middle School,6,2018,All Students,57,595,20,35.1,14,24.6,14,24.6,9,15.8,23,40.4
1920,12X273,Frederick Douglass Academy V. Middle School,7,2018,All Students,71,593,26,36.6,26,36.6,17,23.9,2,2.8,19,26.8
1921,12X273,Frederick Douglass Academy V. Middle School,8,2018,All Students,66,593,14,21.2,35,53.0,13,19.7,4,6.1,17,25.8
1923,12X286,Fannie Lou Hamer Middle School,6,2018,All Students,89,586,49,55.1,23,25.8,8,9.0,9,10.1,17,19.1
1924,12X286,Fannie Lou Hamer Middle School,7,2018,All Students,91,589,42,46.2,33,36.3,15,16.5,1,1.1,16,17.6
1925,12X286,Fannie Lou Hamer Middle School,8,2018,All Students,83,591,28,33.7,33,39.8,15,18.1,7,8.4,22,26.5
1927,12X300,The School of Science and Applied Learning,3,2018,All Students,86,590,26,30.2,39,45.3,18,20.9,3,3.5,21,24.4
1928,12X300,The School of Science and Applied Learning,4,2018,All Students,93,590,30,32.3,39,41.9,19,20.4,5,5.4,24,25.8
1929,12X300,The School of Science and Applied Learning,5,2018,All Students,88,591,49,55.7,21,23.9,15,17.0,3,3.4,18,20.5
1931,12X314,Fairmont Neighborhood School,3,2018,All Students,42,585,20,47.6,16,38.1,5,11.9,1,2.4,6,14.3
1932,12X314,Fairmont Neighborhood School,4,2018,All Students,53,575,33,62.3,17,32.1,3,5.7,0,0.0,3,5.7
1933,12X314,Fairmont Neighborhood School,5,2018,All Students,40,588,24,60.0,8,20.0,7,17.5,1,2.5,8,20.0
1935,12X316,Kappa III,6,2018,All Students,123,596,47,38.2,36,29.3,17,13.8,23,18.7,40,32.5
1936,12X316,Kappa III,7,2018,All Students,122,597,43,35.2,43,35.2,31,25.4,5,4.1,36,29.5
1937,12X316,Kappa III,8,2018,All Students,116,595,30,25.9,42,36.2,33,28.4,11,9.5,44,37.9
1939,12X318,"I.S. X318 Math, Science & Technology Through Arts",6,2018,All Students,57,581,38,66.7,11,19.3,4,7.0,4,7.0,8,14.0
1940,12X318,"I.S. X318 Math, Science & Technology Through Arts",7,2018,All Students,84,587,44,52.4,30,35.7,8,9.5,2,2.4,10,11.9
1941,12X318,"I.S. X318 Math, Science & Technology Through Arts",8,2018,All Students,90,592,25,27.8,39,43.3,22,24.4,4,4.4,26,28.9
1943,12X341,Accion Academy,6,2018,All Students,44,589,22,50.0,14,31.8,6,13.6,2,4.5,8,18.2
1944,12X341,Accion Academy,7,2018,All Students,49,590,24,49.0,18,36.7,4,8.2,3,6.1,7,14.3
1945,12X341,Accion Academy,8,2018,All Students,48,600,7,14.6,18,37.5,15,31.3,8,16.7,23,47.9
1947,12X372,Urban Assembly School for Wildlife Conservation,6,2018,All Students,44,578,33,75.0,5,11.4,4,9.1,2,4.5,6,13.6
1948,12X372,Urban Assembly School for Wildlife Conservation,7,2018,All Students,57,586,32,56.1,19,33.3,6,10.5,0,0.0,6,10.5
1949,12X372,Urban Assembly School for Wildlife Conservation,8,2018,All Students,59,587,22,37.3,24,40.7,12,20.3,1,1.7,13,22.0
1951,12X383,Emolior Academy,6,2018,All Students,76,591,32,42.1,25,32.9,7,9.2,12,15.8,19,25.0
1952,12X383,Emolior Academy,7,2018,All Students,88,592,37,42.0,32,36.4,15,17.0,4,4.5,19,21.6
1953,12X383,Emolior Academy,8,2018,All Students,73,590,24,32.9,32,43.8,16,21.9,1,1.4,17,23.3
1955,12X384,Entrada Academy,6,2018,All Students,75,585,42,56.0,19,25.3,9,12.0,5,6.7,14,18.7
