,Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Offers Kindergarten Classes,Has A Pre-K,Grades Offered,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal,Geographical District Code,Admin District Location Code,Lat,Lon,Pre-K Seats Available,Pre-K Applicants,Pre-K offers,Pre-K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre-K Total Enrollment Including Half Day And Full Day,Number of Female Students in Pre-K,Percentage of Female Students in Pre-K,Number of Male Students in Pre-K,Percentage of Male Students in Pre-K,Number of Asian Students in Pre-K,Percentage of Asian Students in Pre-K,Number of Black Students in Pre-K,Percentage of Black Students in Pre-K,Number of Hispanic Students in Pre-K,Percentage of Hispanic Students in Pre-K,Number of Students with a Race listed as Other in Pre-K,Percentage of Students with a Race listed as Other in Pre-K,Number of White Students in Pre-K,Percentage of White Students in Pre-K,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
403,18K135,K135,P.S. 135 Sheldon A. Brookner,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1923,1923,95,1002855,177223,317,41,87000,3046730001,BK91,East Flatbush-Farragut                                                     ,Trevlyn Mcrae,18,K818,40.653093,-73.932949,36,113,36,32%,75,154,69,45%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,29,15,52%,14,48%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,24,83%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,97,32%,81,27%,No,11,25,0,0,24,0,Dance Room,N,Inside,N,Yes,Yes,65,"$5,975,389",$0,$0,574,78,64,94,111,90,108,0,0,0,0,0,0,0,292,51%,282,49%,7,1%,463,81%,49,9%,9,2%,46,8%,69,12%,50,9%,502,87%,80%,137,366,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-693-4363,"684 LINDEN BOULEVARD, BROOKLYN NY 11203",2,1,No,Not Accessible,Yes
404,18K208,K208,P.S. 208 Elsa Ebeling,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1927,1927,91,1003427,173437,317,45,84000,3047690025,BK91,East Flatbush-Farragut                                                     ,Nakoley Renville,18,K818,40.6427,-73.930898,36,102,35,34%,75,162,55,34%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,24,16,67%,8,33%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,22,92%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,35,20%,46,26%,No,9,14,0,0,16,1,Adaptive Physical Education,N,Inside,N,Yes,Yes,54,"$4,953,718",$0,$0,380,48,67,43,59,63,76,0,0,0,0,0,0,0,192,51%,188,49%,7,2%,347,91%,18,5%,2,1%,6,2%,98,26%,14,4%,318,84%,70%,133,303,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-629-1670,"4801 AVENUE D, BROOKLYN NY 11203",1,0,No,Not Accessible,No
405,18K219,K219,P.S. 219 Kennedy-King,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1927,1927,91,1005809,179317,317,41,88600,3046480001,BK96,Rugby-Remsen Village                                                       ,Winsome Smith,18,K818,40.658834000000006,-73.922296,72,101,34,34%,75,129,71,55%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,65,30,46%,35,54%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,57,88%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,58,25%,55,24%,No,6,23,0,0,0,0,Gymnasium,N,Inside,N,Yes,Yes,64,"$6,532,970",$0,$0,534,77,70,71,83,70,98,0,0,0,0,0,0,0,267,50%,267,50%,12,2%,454,85%,51,10%,6,1%,11,2%,118,22%,48,9%,418,78%,82%,213,432,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,929-397-9566,"1060 CLARKSON AVENUE, BROOKLYN NY 11212",1,1,No,Not Accessible,No
406,18K233,K233,P.S. 233 Langston Hughes,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1930,1930,88,1008035,176699,317,42,93000,3047530001,BK96,Rugby-Remsen Village                                                       ,Denean Stephens,18,K818,40.651641999999995,-73.914282,54,117,46,39%,75,170,55,32%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,46,27,59%,19,41%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,44,96%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,68,36%,50,26%,No,0,20,0,0,0,0,Gymnasium,Y,Inside,N,Yes,Yes,60,"$5,686,923",$0,$0,457,63,72,78,52,77,69,0,0,0,0,0,0,0,233,51%,224,49%,4,1%,420,92%,24,5%,2,0%,7,2%,86,19%,19,4%,386,84%,69%,277,388,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-346-8103,"9301 AVENUE B, BROOKLYN NY 11236",1,0,Yes,Partially Accessible,No
407,18K235,K235,P.S. 235 Janice Marie Knight School,332000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/1930,1930,88,1000642,178039,317,41,81400,3048440001,BK91,East Flatbush-Farragut                                                     ,Laurence Lord,18,K818,40.655337,-73.940922,34,180,34,19%,150,342,140,41%,90,1498,105,0.070093458,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,32,22,69%,10,31%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,28,88%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,521,68%,485,64%,No,23,22,0,0,24,2,Dance Room,N,Inside,N,Yes,Yes,108,"$10,262,120",$0,$0,1254,138,155,150,186,140,145,125,92,91,0,0,0,0,682,54%,572,46%,16,1%,1164,93%,30,2%,25,2%,19,2%,103,8%,17,1%,897,72%,55%,55,148,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-773-4869,"525 LENOX ROAD, BROOKLYN NY 11203",2,1,No,Partially Accessible,No
408,18K244,K244,P.S. 244 Richard R. Green,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1939,1939,79,1004898,175315,317,45,94600,3047390001,BK96,Rugby-Remsen Village                                                       ,Deon Edwards,18,K818,40.647851,-73.92559200000001,36,88,29,33%,83,196,61,31%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,35,15,43%,20,57%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,33,94%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,124,46%,114,42%,No,8,9,0,0,12,0,Adaptive Physical Education,Y,Inside,N,Yes,Yes,93,"$8,109,901",$0,$0,494,46,74,53,85,97,104,0,0,0,0,0,0,0,232,47%,262,53%,3,1%,453,92%,30,6%,5,1%,3,1%,120,24%,20,4%,401,81%,70%,212,375,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-346-6240,"5404 TILDEN AVENUE, BROOKLYN NY 11203",1,1,Yes,Fully Accessible,Yes
409,18K268,K268,P.S. 268 Emma Lazarus,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1953,1953,65,1004349,178801,317,41,86600,3046230028,BK96,Rugby-Remsen Village                                                       ,Sylvia Fairclough,18,K818,40.657421,-73.92756,36,71,26,37%,75,97,39,40%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,35,20,57%,15,43%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,34,97%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,48,30%,48,30%,No,Redacted For Privacy Concerns,17,0,0,22,1,Multi-Purpose Classroom,N,Inside,Y,Yes,Yes,49,"$4,344,945",$0,$0,383,56,66,60,49,56,61,0,0,0,0,0,0,0,200,52%,183,48%,1,0%,348,91%,23,6%,2,1%,9,2%,58,15%,28,7%,330,86%,80%,105,273,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-773-5332,"133 EAST  53 STREET, BROOKLYN NY 11203",1,0,No,Not Accessible,No
410,18K272,K272,P.S. 272 Curtis Estabrook,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1957,1957,61,1015787,170842,318,46,103400,3083290250,BK50,Canarsie                                                                   ,Dakota Keyes,18,K818,40.635542,-73.88637299999999,46,87,34,39%,50,112,66,59%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,43,18,42%,25,58%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,29,67%,8,19%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,35,17%,No,42,22,0,0,26,0,Gymnasium,N,Inside,N,Yes,Yes,84,"$7,515,672",$0,$0,473,55,76,70,75,72,82,0,0,0,0,0,0,0,224,47%,249,53%,17,4%,362,77%,65,14%,11,2%,18,4%,137,29%,22,5%,440,93%,88%,389,369,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,929-437-5000,"101-24 SEAVIEW AVENUE, BROOKLYN NY 11236",2,1,No,Not Accessible,No
411,18K276,K276,P.S. 276 Louis Marshall,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1964,1964,54,1009664,170275,318,46,99600,3080340001,BK50,Canarsie                                                                   ,Yasmine Fidelia,18,K818,40.634005,-73.908436,90,133,55,41%,125,154,106,69%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,58,28,48%,30,52%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,49,84%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,71,29%,69,27%,No,24,18,0,0,21,1,Gymnasium,N,Inside,N,Yes,Yes,81,"$7,861,225",$0,$0,616,93,86,95,87,105,92,0,0,0,0,0,0,0,280,45%,336,55%,19,3%,537,87%,27,4%,6,1%,27,4%,106,17%,87,14%,480,78%,69%,413,510,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,Haitian-Creole,718-758-7100,"1070 EAST  83 STREET, BROOKLYN NY 11236",1,1,No,Not Accessible,Yes
412,18K279,K279,P.S. 279 Herman Schreiber,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1959,1959,59,1014000,173970,318,46,98600,3082300001,BK50,Canarsie                                                                   ,Lorenzo Chambers,18,K818,40.644134,-73.892797,54,109,39,36%,75,183,70,38%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,50,28,56%,22,44%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,43,86%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,71,40%,59,34%,No,12,18,0,0,19,1,Gymnasium,Y,Inside,N,Yes,No,53,"$4,776,070",$0,$0,404,55,46,65,59,68,61,0,0,0,0,0,0,0,205,51%,199,49%,8,2%,358,89%,24,6%,7,2%,7,2%,52,13%,22,5%,324,80%,67%,121,315,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-444-4316,"1070 EAST 104 STREET, BROOKLYN NY 11236",1,0,Yes,Partially Accessible,No
413,19K007,K007,P.S. 007 Abraham Lincoln,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1999,1999,19,1019475,190401,305,37,118201,3041060039,BK83,Cypress Hills-City Line                                                    ,Carolyn Noel,19,K819,40.689213,-73.87298299999999,36,172,36,21%,175,188,100,53%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,36,21,58%,15,42%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,32,89%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,137,37%,130,34%,No,12,20,0,0,25,0,Gymnasium,Y,Inside,N,Yes,Yes,92,"$9,101,018",$0,$0,879,150,123,154,129,149,138,0,0,0,0,0,0,0,453,52%,426,48%,64,7%,82,9%,696,79%,17,2%,20,2%,155,18%,179,20%,807,92%,81%,594,605,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-647-3600,"858 JAMAICA AVENUE, BROOKLYN NY 11208",1,1,Yes,Fully Accessible,No
414,19K013,K013,P.S. 013 Roberto Clemente,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1975,1975,43,1013844,181232,305,42,112600,3038230001,BK85,East New York (Pennsylvania Ave)                                           ,Maxine Cameron,19,K819,40.664066999999996,-73.893328,36,135,36,27%,75,194,68,35%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,35,19,54%,16,46%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,17,49%,15,43%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,50,26%,58,30%,No,Redacted For Privacy Concerns,23,0,0,22,2,Dance Room,Y,Inside,N,Yes,Yes,75,"$6,778,057",$0,$0,489,72,70,80,72,80,80,0,0,0,0,0,0,0,237,48%,252,52%,14,3%,317,65%,137,28%,8,2%,13,3%,116,24%,53,11%,460,94%,94%,178,338,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-498-3717,"557 PENNSYLVANIA AVENUE, BROOKLYN NY 11207",1,1,Yes,Fully Accessible,Yes
415,19K065,K065,P.S. 065,332000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",07/01/1873,1873,145,1017987,189423,305,37,117601,3041020019,BK83,Cypress Hills-City Line                                                    ,Daysi Garcia,19,K819,40.686534,-73.878353,No Pre K,No Pre K,No Pre K,No Pre K,100,199,91,46%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,183,60%,193,62%,No,0,22,0,0,24,1,Gymnasium,Y,Inside,N,No,Yes,44,"$5,106,676",$0,$0,617,89,94,110,90,129,105,0,0,0,0,0,0,0,298,48%,319,52%,21,3%,47,8%,523,85%,20,3%,6,1%,70,11%,142,23%,507,82%,86%,263,453,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-235-2223,"696 JAMAICA AVENUE, BROOKLYN NY 11208",1,0,Yes,Fully Accessible,No
416,19K089,K089,P.S. 089 Cypress Hills,332000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",9/1/1997,1997,21,1015673,186204,305,37,117000,3039520047,BK82,East New York                                                              ,Irene Leon,19,K819,40.677707,-73.886712,18,116,18,16%,50,132,36,27%,75,273,69,0.252747253,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,18,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,16,89%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,60,21%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,No,26,22,0,0,19,1,Gym/Auditorium,N,Inside,Y,No,No,60,"$5,657,900",$0,$0,457,41,47,52,42,46,47,61,49,54,0,0,0,0,229,50%,228,50%,4,1%,14,3%,432,95%,7,2%,0,0%,107,23%,204,45%,424,93%,86%,285,422,4,Non-Zoned,No preference for kids who live in the zone,No,No Data,Spanish,718-964-1180,"265 WARWICK STREET, BROOKLYN NY 11207",2,0,No,Fully Accessible,No
417,19K108,K108,P.S. 108 Sal Abbracciamento,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",07/01/1895,1895,123,1016327,187512,305,37,117202,3039260045,BK83,Cypress Hills-City Line                                                    ,Constance Hahn,19,K819,40.681295,-73.884348,108,164,102,62%,150,258,125,48%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,105,53,50%,52,50%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,9,9%,91,87%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,221,56%,213,53%,No,Redacted For Privacy Concerns,24,0,0,24,1,Playroom,N,Inside,N,Yes,No,107,"$9,975,775",$0,$0,959,155,144,135,155,134,131,0,0,0,0,0,0,0,468,49%,491,51%,59,6%,107,11%,755,79%,27,3%,11,1%,200,21%,111,12%,779,81%,85%,599,627,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,Spanish,718-277-7010,"200 LINWOOD STREET, BROOKLYN NY 11208",1,1,No,Not Accessible,Yes
418,19K149,K149,P.S. 149 Danny Kaye,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1906,1906,112,1013999,183161,305,42,115800,3037740016,BK85,East New York (Pennsylvania Ave)                                           ,Yvette Donald,19,K819,40.669361,-73.89276,72,104,52,50%,100,154,83,54%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,69,34,49%,35,51%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,42,61%,26,38%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,97,31%,88,29%,Yes,9,19,0,0,22,1,Gymnasium,N,Inside,N,Yes,Yes,67,"$7,255,239",$0,$0,681,85,99,104,113,122,89,0,0,0,0,0,0,0,341,50%,340,50%,21,3%,404,59%,241,35%,7,1%,8,1%,102,15%,43,6%,650,95%,90%,151,477,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",Yes,Yes,None,718-688-7620,"700 SUTTER AVENUE, BROOKLYN NY 11207",1,1,No,Not Accessible,Yes
419,19K158,K158,P.S. 158 Warwick,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1909,1909,109,1016091,184340,305,37,115000,3040150001,BK82,East New York                                                              ,Audrey Wilson,19,K819,40.67259,-73.885214,54,94,36,38%,100,122,82,67%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,49,29,59%,20,41%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,24,49%,19,39%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,76,30%,74,29%,No,7,20,0,0,23,1,Gymnasium,N,Inside,N,Yes,Yes,63,"$6,136,220",$0,$0,589,90,92,86,81,90,101,0,0,0,0,0,0,0,305,52%,284,48%,7,1%,286,49%,275,47%,12,2%,9,2%,101,17%,54,9%,521,88%,90%,486,459,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-277-6116,"400 ASHFORD STREET, BROOKLYN NY 11207",1,0,No,Not Accessible,Yes
420,19K159,K159,P.S. 159 Isaac Pitkin,332000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",7/1/1908,1908,110,1020391,185629,305,42,120000,3042160001,BK82,East New York                                                              ,Monica Duncan,19,K819,40.676111,-73.86970500000001,No Pre K,No Pre K,No Pre K,No Pre K,150,222,134,60%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,144,38%,145,38%,No,85,22,0,0,18,1,Gymnasium,N,Inside,N,Yes,Yes,79,"$7,515,377",$0,$0,798,134,128,137,119,131,149,0,0,0,0,0,0,0,410,51%,388,49%,322,40%,247,31%,193,24%,25,3%,11,1%,119,15%,158,20%,674,84%,89%,658,543,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,Spanish,718-277-4828,"2781 PITKIN AVENUE, BROOKLYN NY 11208",1,1,No,Not Accessible,Yes
421,19K190,K190,P.S. 190 Sheffield,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1924,1924,94,1013415,180567,305,42,112800,3038380018,BK85,East New York (Pennsylvania Ave)                                           ,Stephaun Hill,19,K819,40.662243,-73.89487700000001,18,80,16,20%,25,103,24,23%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,14,7,50%,7,50%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,10,71%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,28,37%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,No,Redacted For Privacy Concerns,23,0,0,0,1,Gymnasium,N,Inside,N,Yes,Yes,24,"$2,683,843",$0,$0,185,25,30,28,30,32,26,0,0,0,0,0,0,0,97,52%,88,48%,0,0%,143,77%,39,21%,0,0%,3,2%,28,15%,7,4%,180,97%,92%,98,156,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-346-8780,"590 SHEFFIELD AVENUE, BROOKLYN NY 11207",0,0,Yes,Partially Accessible,No
422,19K202,K202,P.S. 202 Ernest S. Jenkyns,332000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1925,1925,93,1018627,181876,305,42,111600,3044770001,BK82,East New York                                                              ,Ronald James Jr,19,K819,40.665817,-73.87608399999999,28,84,22,26%,50,102,55,54%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,31,14,45%,17,55%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,21,68%,9,29%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,36,17%,No,22,20,0,0,0,1,Gymnasium,Y,Inside,N,Yes,Yes,51,"$5,236,597",$0,$0,439,43,64,79,81,61,80,0,0,0,0,0,0,0,212,48%,227,52%,11,3%,258,59%,153,35%,6,1%,11,3%,122,28%,50,11%,416,95%,92%,323,328,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-649-7880,"982 HEGEMAN AVENUE, BROOKLYN NY 11208",1,1,Yes,Not Accessible,No
